,Unnamed: 0,name,address,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,5,4,latitude,longitude
99,99,SmartFit  Bartolomeu Mitre ,"""Av. Bartolomeu Mitre, 455 - Leblon""",92.0,81,95,99,104,101,97,68,60,63,63,71,77.0,69.0,53.0,39.0,11.0,0.0,,,-22.982842,-43.2237989
100,100,SmartFit Barueri Centro ,"""Avenida Vinte e Seis de Março, 701 - Centro""",97.0,78,77,70,76,83,90,70,64,65,68,92,99.0,94.0,73.0,61.0,12.0,1.0,,,-23.5110926,-46.8822067
101,101,SmartFit Batel,"""Av. Silva Jardim, 2522 - Batel""",62.0,44,52,50,54,63,64,34,38,47,45,59,70.0,54.0,37.0,24.0,5.0,1.0,,,-25.4458965,-49.2847965
102,102,SmartFit Beira Mar Norte,"""Rua Jorn. Rubens de Arruda Ramos, 1280 - Centro""",94.0,84,92,103,104,95,81,60,62,70,86,84,101.0,86.0,63.0,49.0,12.0,1.0,,,-27.5884768,-48.5571523
103,103,SmartFit Bela Vista,"""Rua Pedroso, 407 - Bela Vista""",51.0,42,39,40,42,56,50,38,35,36,39,47,56.0,47.0,43.0,32.0,8.0,1.0,,,-23.5623819,-46.6426649
104,104,SmartFit Belenzinho,"""Rua Cajuru, 1101 - Belenzinho""",39.0,35,34,35,37,38,44,31,32,35,34,40,45.0,46.0,37.0,23.0,7.0,0.0,,,-23.5398448,-46.5939032
105,105,SmartFit Belford Roxo,"""Avenida Benjamin Pinto Dias, 1130 - Vila Dagmar""",50.0,62,69,65,71,61,45,47,47,53,48,64,75.0,66.0,42.0,9.0,0.0,,,,-22.7654655,-43.39981119999999
106,106,SmartFit Belmira Marin,"""Avenida Dona Belmira Marin, 2064 - Parque Brasil""",18.0,17,21,18,20,19,19,17,13,16,17,17,21.0,19.0,15.0,10.0,2.0,1.0,,,-23.7472543,-46.6879609
107,107,SmartFit Bem-te-vi,"""Avenida Bem-Te-Vi, 86 - Indianópolis""",89.0,83,82,69,77,78,80,45,39,50,49,65,88.0,74.0,55.0,33.0,6.0,0.0,,,-23.606829,-46.6699064
108,108,SmartFit Bernardino de Campos,"""Av. Bernardino de Campos, 358 - Paraíso""",41.0,31,25,27,31,37,39,22,20,26,32,38,46.0,32.0,25.0,17.0,4.0,0.0,,,-23.5746866,-46.6422919
109,109,SmartFit Berrini,"""Praça General Gentil Falcão, 96 - Itaim Bibi""",91.0,52,38,34,37,40,55,25,23,33,34,55,76.0,53.0,36.0,27.0,6.0,0.0,,,-23.6048291,-46.6936621
110,110,SmartFit Betim Shopping,"""Avenida Edméia Mattos Lazzarotti, 1655 - Angola""",75.0,55,69,63,63,62,54,41,43,49,54,74,78.0,67.0,52.0,39.0,8.0,1.0,,,-11.202692,17.873887
111,111,SmartFit BH Shopping,"""BR-356, 3049 - Belvedere""",57.0,44,50,45,57,62,56,40,35,42,48,55,72.0,55.0,42.0,23.0,5.0,1.0,,,-19.9742624,-43.9445729
112,112,SmartFit Blumenau,"""Via Expressa Paul Fritz Kuehnrich, 1600 - Itoupava Norte""",54.0,30,37,44,45,46,50,27,30,36,44,52,62.0,53.0,38.0,33.0,5.0,0.0,,,-26.886531,-49.0687685
113,113,SmartFit Boa Vista,"""Avenida Conde da Boa Vista Nº 770 - Loja 3 - Boa Vista""",0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,-8.058312899999999,-34.8875036
114,114,SmartFit Bom Retiro,"""Rua dos Italianos, 260 - Bom Retiro""",64.0,45,45,39,43,47,53,37,38,45,42,74,59.0,45.0,45.0,29.0,7.0,1.0,,,-23.5273214,-46.6420627
115,115,SmartFit Bonfiglioli,"""Av. Eng. Heitor Antônio Eiras Garcia,616 - Jardim Bonfiglioli""",77.0,50,59,61,68,69,68,50,47,53,52,59,62.0,60.0,55.0,40.0,8.0,0.0,,,-23.5759261,-46.7420716
116,116,SmartFit Boqueir√£o,"""Rua Maestro Carlos Frank, 1869 - Alto Boqueir√£o""",65.0,46,61,56,58,52,50,40,41,45,39,44,64.0,63.0,45.0,33.0,7.0,0.0,,,-25.5206009,-49.23574499999999
117,117,SmartFit Borba Gato,"""Rua Bela Vista, 360 - Santo Amaro""",56.0,45,42,38,42,49,47,29,29,35,41,51,59.0,43.0,32.0,27.0,7.0,1.0,,,-23.6331054,-46.6916236
118,118,SmartFit Bosque Maia,"""Rua Br√°s Cubas, 36 - Jardim Maia""",63.0,47,41,40,52,53,43,33,37,42,43,56,62.0,54.0,36.0,30.0,8.0,1.0,,,-23.4635257,-46.5281448
119,119,SmartFit Boulevard,"""Av. Visc. De Souza Franco, 776 - Reduto""",43.0,44,44,57,63,60,61,47,46,45,49,58,60.0,51.0,41.0,33.0,6.0,1.0,,,-1.4461383,-48.4896874
120,120,SmartFit Boulevard 28,"""Boulevard Vinte e Oito de Setembro, 94 - Vila Isabel""",,83,67,69,71,70,66,43,48,59,68,71,70.0,65.0,53.0,14.0,0.0,,,,-22.9141922,-43.2388155
121,121,SmartFit Boulevard Brasília,"""Setor Terminal Norte, S/N - Asa Norte""",38.0,40,43,45,55,60,52,32,28,32,37,49,53.0,44.0,29.0,22.0,7.0,1.0,,,-15.7359,-47.9077
122,122,SmartFit Bourbon Shopping Assis Brasil,"""Av. Assis Brasil, 164 - S√£o Jo√£o""",46.0,33,42,46,49,50,59,36,34,35,35,48,63.0,52.0,42.0,29.0,10.0,1.0,,,-30.0063911,-51.1843574
